"Index","EBAY","JPM","K"
2009-05-15,20.950040979,20.574089672,22.210724344
2009-05-18,21.092129691,20.610046755,21.959000789
2009-05-19,21.101551927,19.861250474,21.641424491
2009-05-20,21.074762758,19.511444339,21.450681576
2009-05-21,20.924258083,19.778015354,21.612087201
2009-05-22,20.965809332,19.512388067,21.593791737
2009-05-25,20.937339281,19.524862929,21.589712528
2009-05-26,20.818693071,20.52671127,21.34876107
2009-05-27,20.595248493,19.71326284,21.68528996
2009-05-28,20.654325728,20.705294902,21.312597678
2009-05-29,20.67606861,20.255881264,20.779271578
2009-06-01,20.72018508,19.040462504,20.534903256
2009-06-02,20.592434123,18.01906672,20.819140993
2009-06-03,20.651272543,17.995357257,20.741200712
2009-06-04,20.545022693,18.096298705,20.385985106
2009-06-05,20.387867106,17.650669514,20.329864311
2009-06-08,20.327817112,18.261349788,20.884258182
2009-06-09,20.307002973,17.886790877,20.665311092
2009-06-10,20.235163611,18.073944356,20.650198727
2009-06-11,20.294457702,17.899952447,20.891063624
2009-06-12,20.260442029,17.882126148,21.111841407
2009-06-15,20.148903395,17.734651026,21.019973396
2009-06-16,20.152401682,17.914311728,21.534701618
2009-06-17,20.036970197,18.21552382,21.803798102
2009-06-18,20.06617135,18.867956904,21.941185065
2009-06-19,20.06178312,19.290219557,22.500396539
2009-06-22,19.876429629,19.252840214,22.600785808
2009-06-23,19.848954151,19.581413041,22.951162581
2009-06-24,19.880005944,19.069829551,23.114926673
2009-06-25,19.92346942,19.043413459,22.948410656
2009-06-26,20.010709425,19.201195791,22.898138159
2009-06-29,19.926817126,18.931256568,22.903842717
2009-06-30,19.875233116,18.819981873,23.118138854
2009-07-01,19.685804252,18.710359336,23.279518626
2009-07-02,19.680434768,18.445810896,23.391469561
2009-07-03,19.678965748,18.491856591,23.308719573
2009-07-06,19.743992353,18.837994741,23.321151188
2009-07-07,19.689335608,19.612966629,23.704849939
2009-07-08,19.726778221,20.081248222,23.497897316
2009-07-09,19.706129554,20.589113823,23.267055691
2009-07-10,19.758022528,19.755847615,23.302448845
2009-07-13,19.808695958,20.055977008,23.101046241
2009-07-14,19.93102683,20.201987413,22.709011622
2009-07-15,19.958868485,20.314256238,22.083211892
2009-07-16,20.155193369,20.324610632,21.748312628
2009-07-17,20.068522707,21.342258738,20.824621488
2009-07-20,20.11745113,21.137160022,21.029930688
2009-07-21,20.112452859,21.418721671,21.00686846
2009-07-22,20.282384721,21.288445223,21.039882364
2009-07-23,20.991603775,21.602825938,20.760580099
2009-07-24,20.899875592,21.573396479,20.094993062
2009-07-27,21.102130173,21.190101221,20.204264479
2009-07-28,21.088502311,21.231059249,20.121054485
2009-07-29,20.888976949,20.915066905,20.086038538
2009-07-30,20.937106035,20.761689498,19.75231432
2009-07-31,20.77433623,20.541749407,19.67471993
2009-08-03,20.983228943,20.530620805,19.045473752
2009-08-04,20.9065767,20.337082119,18.583298991
2009-08-05,20.8682666,20.526855031,18.604548565
2009-08-06,21.269717316,19.790328544,19.366163034
2009-08-07,21.196414359,20.341014076,18.781477222
2009-08-10,21.186976066,20.860375124,18.686596643
2009-08-11,21.129794694,20.966906495,18.777678534
2009-08-12,21.040296862,21.10761309,18.8814588
2009-08-13,20.909928909,20.928436839,18.317907726
2009-08-14,20.755307889,20.730779258,18.489569015
2009-08-17,20.605934766,20.757464208,18.986624493
2009-08-18,20.523360968,20.895450234,18.939516701
2009-08-19,20.564882335,20.638493283,19.28469829
2009-08-20,20.571297286,20.587420804,19.118923937
2009-08-21,20.720779676,21.020294114,19.117062385
2009-08-24,20.793801814,20.695831243,18.862657081
2009-08-25,20.789636026,20.714823864,18.688371815
2009-08-26,20.715839614,20.515019417,18.683134048
2009-08-27,20.741786756,20.190856855,18.423369222
2009-08-28,20.714479995,19.575891149,18.167462058
2009-08-31,20.671573837,20.241640061,18.632867809
2009-09-01,20.63536676,20.750083112,18.926110692
2009-09-02,20.459941383,20.252433448,18.593137922
2009-09-03,20.437211646,20.677682466,18.718423515
2009-09-04,20.470738947,20.393876341,18.691917482
2009-09-07,20.453285478,20.355585833,18.69161461
2009-09-08,20.33540097,20.334763819,19.12185357
2009-09-09,20.61110205,19.969265702,19.114373756
2009-09-10,20.813793479,19.748317722,19.010957903
2009-09-11,20.798703144,19.482805425,18.929217985
2009-09-14,20.911640807,20.169869969,19.202574689
2009-09-15,20.952427008,19.506109744,19.22098152
2009-09-16,20.92350388,19.459711557,19.312970893
2009-09-17,20.972115565,19.914268514,19.323379801
2009-09-18,20.878018659,20.097144997,19.37527177
2009-09-21,20.80768956,20.095264485,19.605358674
2009-09-22,20.853244831,20.985634985,19.190494309
2009-09-23,20.550886737,20.452733806,20.025813999
2009-09-24,20.497487339,20.620468096,20.153175181
2009-09-25,20.490140519,20.277405498,20.139019867
2009-09-28,20.503927112,19.947116316,20.60862577
2009-09-29,20.504811982,20.202637195,20.2370037
2009-09-30,20.335017016,19.33504169,19.965418315
2009-10-01,20.444323935,18.857337739,20.108850995
2009-10-02,20.190363644,19.339517386,19.778181332
2009-10-05,20.178201455,19.942814287,20.014411248
2009-10-06,20.422324075,20.482059824,19.95876307
2009-10-07,20.584614029,20.78243343,19.861765441
2009-10-08,20.689027399,20.304081809,19.982202819
2009-10-09,20.431150918,20.456947048,19.980380618
2009-10-12,20.552305054,20.332099398,19.648856985
2009-10-13,20.655128473,20.360496987,19.752552834
2009-10-14,20.616009461,20.31760682,19.609751224
2009-10-15,20.384109407,20.738296755,19.860836161
2009-10-16,20.289813208,20.740797746,19.920427615
2009-10-19,20.446747584,20.452606548,20.179715624
2009-10-20,20.431050139,20.860195839,19.921177739
2009-10-21,20.402994396,20.337177058,20.311328922
2009-10-22,19.895859471,20.084959244,20.215174361
2009-10-23,19.74871265,20.260147997,20.279443069
2009-10-26,19.715736965,20.00574677,20.916597857
2009-10-27,19.69292541,20.411191584,20.831233162
2009-10-28,19.673229545,20.526311692,20.511920627
2009-10-29,19.592487027,20.421266131,21.079031184
2009-10-30,19.55698027,19.877060093,22.009111662
2009-11-02,19.579875463,20.324208919,21.697861055
2009-11-03,19.656009801,20.327252918,21.345346391
2009-11-04,19.622789927,20.42545329,21.811511621
2009-11-05,19.70577706,21.010483313,21.97189369
2009-11-06,19.736817649,20.785840583,21.755376314
2009-11-09,19.475340188,20.120911733,21.350512271
2009-11-10,19.551272125,20.088441248,21.487257552
2009-11-11,19.629386787,19.642531293,21.216708136
2009-11-12,19.768686562,19.462710148,21.719515224
2009-11-13,19.599981501,19.158249474,21.743884791
2009-11-16,19.506362966,18.839017854,21.43466413
2009-11-17,19.411074559,18.858371953,21.154649272
2009-11-18,19.283248701,18.740118141,21.096587845
2009-11-19,19.444967414,18.793136684,20.952375601
2009-11-20,19.336413244,18.983703364,20.976917931
2009-11-23,19.44428905,19.178498693,21.237628229
2009-11-24,19.529987818,18.714464074,21.120226755
2009-11-25,19.525970212,18.509081049,20.933170093
2009-11-26,19.530018966,18.53086827,20.896759948
2009-11-27,19.539465917,18.888710692,20.659259787
2009-11-30,20.050775334,18.938115302,20.433771088
2009-12-01,19.683115158,18.657347771,20.076481438
2009-12-02,19.596135073,18.420996577,20.151169556
2009-12-03,19.530194599,18.80381516,20.275071575
2009-12-04,19.504900213,18.356521113,20.212443534
2009-12-07,19.303760003,18.595223835,20.180421544
2009-12-08,19.188946821,18.964112021,20.499260097
2009-12-09,19.17086605,18.803918585,20.560019118
2009-12-10,19.0666353,18.952879835,20.552085785
2009-12-11,19.187593158,18.361837064,20.946224452
2009-12-14,19.110303703,18.963183409,20.590724235
2009-12-15,19.107227521,18.752960106,20.334849198
2009-12-16,19.290248168,19.025050644,20.215143103
2009-12-17,19.391520603,18.758338495,20.202103561
2009-12-18,19.242037529,18.999359528,20.911799577
2009-12-21,19.254022673,19.355622081,20.517743576
2009-12-22,19.213326442,19.323291338,20.828275773
2009-12-23,19.636723647,19.14167574,21.230180567
2009-12-24,19.519932254,19.099691138,21.703065642
2009-12-25,19.537414673,19.103415045,21.66505737
2009-12-28,19.510646107,19.091716642,21.482949578
2009-12-29,19.458841553,19.059632891,21.366010073
2009-12-30,19.493189967,19.101776253,21.43499918
2009-12-31,19.493443523,19.366686123,21.113247745
2010-01-01,19.518821348,19.392292726,21.076310872
2010-01-04,19.542380018,19.750464056,20.274649303
2010-01-05,19.474994726,19.810552951,20.343913783
2010-01-06,19.556810556,19.984923268,20.362068288
2010-01-07,19.510288937,19.936963596,20.847028098
2010-01-08,19.585260035,20.119435046,20.884306492
2010-01-11,19.622093403,19.965248874,20.734519583
2010-01-12,19.648497025,19.591709565,20.381745287
2010-01-13,19.747021663,19.891945104,20.300181587
2010-01-14,19.439774425,20.149875349,20.560492315
2010-01-15,19.428916808,20.060160968,21.273412181
2010-01-18,19.44666255,20.079280164,21.227822695
2010-01-19,19.624218233,19.138817677,21.03535233
2010-01-20,19.367716345,19.413394003,20.769127231
2010-01-21,20.290642775,17.839962309,21.060656295
2010-01-22,20.403118976,17.910522994,22.050185104
2010-01-25,20.368631536,17.78047948,21.750217446
2010-01-26,20.554036756,17.793173053,22.459176182
2010-01-27,20.429913906,17.754778896,22.492183605
2010-01-28,20.436240866,18.168869247,22.350759268
2010-01-29,20.469062181,17.983526506,22.124218836
2010-02-01,20.426347203,18.046938742,21.989220854
2010-02-02,20.293300489,18.62796862,21.828775522
2010-02-03,20.334568528,18.872580965,22.001754962
2010-02-04,20.27008065,18.753840385,20.258757064
2010-02-05,20.292011685,18.280372262,20.70203919
2010-02-08,20.240216295,18.522431338,20.038955677
2010-02-09,20.111282694,18.841709362,19.890499692
2010-02-10,19.966257659,19.033062131,19.78105806
2010-02-11,19.942113715,19.120072327,19.640011613
2010-02-12,19.77670016,19.043226488,19.354280002
2010-02-15,19.781086608,19.069176512,19.352069568
2010-02-16,19.962508644,19.390488504,19.073533737
2010-02-17,20.008260769,19.23563361,19.078821011
2010-02-18,20.018267853,19.365614094,18.791862962
2010-02-19,20.292596873,18.772500241,18.870401014
2010-02-22,20.250531739,19.080786673,18.534866659
2010-02-23,20.2129066,18.907813845,18.712451926
2010-02-24,20.280110789,19.191019788,18.039730626
2010-02-25,20.197977811,19.111900118,17.920764437
2010-02-26,20.194418074,20.209638203,18.037141456
2010-03-01,20.434620697,19.954265286,17.680050147
2010-03-02,20.487321838,19.608112188,17.949777898
2010-03-03,20.270867429,19.507395306,17.911630631
2010-03-04,20.3378991,19.488085376,17.835951447
2010-03-05,20.566472437,19.574375112,17.802567283
2010-03-08,20.588912957,19.278255651,17.727049866
2010-03-09,20.811285955,18.991319033,17.647561971
2010-03-10,20.745806716,19.045366958,17.835883158
2010-03-11,20.638526776,18.957000989,17.940286672
2010-03-12,20.856359226,19.12385556,17.723472957
2010-03-15,20.97479085,19.07180225,17.366857903
2010-03-16,21.091420391,18.743043644,17.466879439
2010-03-17,21.11277977,18.795555486,17.403510789
2010-03-18,21.279131473,18.938626551,17.278594258
2010-03-19,21.233683046,19.179096608,18.33195234
2010-03-22,21.079645061,19.274909943,18.832366056
2010-03-23,20.947088966,19.777903346,19.034248624
2010-03-24,20.925883949,20.129122649,19.313920972
2010-03-25,21.144403609,19.945187927,19.05374101
2010-03-26,21.118929667,19.989362037,18.565040429
2010-03-29,20.986689656,19.793328878,18.448187167
2010-03-30,20.854768257,19.825467906,18.269488859
2010-03-31,20.786906698,19.943448572,18.300834285
2010-04-01,20.612668261,20.042279966,18.161725627
2010-04-02,20.588905222,20.074878683,18.209992078
2010-04-05,20.778333287,19.821030943,17.789337864
2010-04-06,20.700103171,19.88255216,17.922173834
2010-04-07,20.539344441,19.559345876,17.934619968
2010-04-08,20.334696357,19.677199521,17.544439497
2010-04-09,20.265465429,19.771020643,17.810786942
2010-04-12,20.250662221,19.778486774,17.974301068
2010-04-13,20.197902357,19.521162308,18.258658935
2010-04-14,20.185828275,20.212273928,18.641997926
2010-04-15,20.08276402,20.508151203,18.811120436
2010-04-16,19.951126282,19.95974233,19.59905506
2010-04-19,19.920352999,19.348649203,19.181871952
2010-04-20,19.889769106,19.229103665,18.919287866
2010-04-21,19.820517027,18.983056244,19.256261916
2010-04-22,19.156483641,18.131109034,19.441832503
2010-04-23,19.044338775,18.224006148,19.288963633
2010-04-26,19.078467103,17.930293312,19.196522956
2010-04-27,18.98121063,18.034401687,19.306587011
2010-04-28,19.05368227,18.478462194,19.101667233
2010-04-29,19.060089756,18.023544822,21.435884214
2010-04-30,19.112664277,17.754631373,21.68475392
2010-05-03,19.029509295,17.877187794,21.189878796
2010-05-04,19.009015632,18.100237086,21.130854375
2010-05-05,18.888891915,18.537827672,21.559521927
2010-05-06,19.054952765,18.608387377,21.861110626
2010-05-07,18.955811457,19.056964704,21.334695121
2010-05-10,18.854821062,17.943620853,21.243291336
2010-05-11,18.952737014,17.753343954,21.394444055
2010-05-12,18.742734504,17.446451547,21.533973124
2010-05-13,18.984553675,17.418600498,21.594754521
2010-05-14,19.015599296,17.680756914,21.95373358
2010-05-17,19.08657652,17.643485215,22.458348576
2010-05-18,19.110907641,18.07672443,22.615908009
2010-05-19,18.975673916,18.41624085,22.429846887
2010-05-20,18.960693295,18.804064304,22.54515779
2010-05-21,19.154727186,19.666564996,22.630824823
2010-05-24,19.183587687,19.416008963,22.836421089
2010-05-25,19.319286227,19.410164731,22.85588778
2010-05-26,19.33739402,19.549069774,22.618467367
2010-05-27,19.23801694,19.436689896,22.225838009
2010-05-28,19.120206292,19.522811228,22.275625521
2010-05-31,19.135824338,19.548564863,22.231048108
2010-06-01,19.058280689,19.374744531,22.461238127
2010-06-02,18.983114933,19.178001223,22.882792287
2010-06-03,19.297280192,18.972641818,22.915923026
2010-06-04,19.555787249,19.120659113,22.351979469
2010-06-07,19.526969732,19.006651217,22.959684288
2010-06-08,19.586578599,19.303197653,22.929722631
2010-06-09,19.694554693,19.06749324,22.587384735
2010-06-10,19.696019904,19.009510085,21.986871499
2010-06-11,19.79062866,18.725333498,21.684192449
2010-06-14,19.646148374,18.159789736,22.155299082
2010-06-15,19.491239318,18.19394529,21.728884451
2010-06-16,19.380647297,18.495068595,21.625756243
2010-06-17,19.360466429,18.52263909,21.72113023
2010-06-18,19.454125914,19.178756604,21.923238777
2010-06-21,19.434389068,18.965305746,21.499987333
2010-06-22,19.418190119,19.101084884,21.544522189
2010-06-23,19.372829535,19.876869073,21.055981433
2010-06-24,19.393097922,19.746999706,21.122872452
2010-06-25,19.470073542,20.158890344,21.167064523
2010-06-28,19.375064759,19.651694244,20.769420481
2010-06-29,19.324232225,19.599813716,20.78807034
2010-06-30,19.459941486,19.640458767,19.641909969
2010-07-01,19.534330299,19.487965973,19.974842208
2010-07-02,19.411334898,19.699254359,20.023145336
2010-07-05,19.437108297,19.73167185,19.973878575
2010-07-06,19.416051218,20.051046053,20.266542546
2010-07-07,19.356515725,20.295808317,19.918379579
2010-07-08,19.365720331,20.048904082,19.047919081
2010-07-09,19.517832522,20.252442648,18.85128788
2010-07-12,19.472347892,20.571122198,18.520298652
2010-07-13,19.702010335,20.922261158,18.34616285
2010-07-14,19.71362091,21.095248584,18.418737742
2010-07-15,19.674864939,21.288077847,18.074237029
2010-07-16,19.553451564,21.462711152,17.987617804
2010-07-19,19.6101235,21.510959732,18.137817585
2010-07-20,19.728520791,21.67891315,17.812174247
2010-07-21,19.583661359,21.057068326,17.885175476
2010-07-22,19.679133055,20.883266007,16.72973715
2010-07-23,19.691194404,21.054615452,16.773874114
2010-07-26,19.669878526,20.996054602,16.783864453
2010-07-27,19.609548792,21.225624907,17.765960586
2010-07-28,19.694418511,21.177094692,17.130329542
2010-07-29,19.669907795,20.915964682,14.292021416
2010-07-30,19.775196445,20.998359362,16.320097947
2010-08-02,19.822559203,21.361372681,15.709512205
2010-08-03,19.669521403,21.220006004,15.922891364
2010-08-04,19.658235073,21.231819053,16.879873427
2010-08-05,19.691767867,21.326801845,16.280625291
2010-08-06,19.88464262,20.796045246,16.506869063
2010-08-09,20.051227941,19.924281929,16.939301207
2010-08-10,20.120469311,19.599640149,17.873542451
2010-08-11,20.060956875,19.585193954,17.972495918
2010-08-12,20.327458496,19.887674694,17.537954202
2010-08-13,20.325645636,19.679761273,17.894688507
2010-08-16,20.538909906,19.989007197,18.30789138
2010-08-17,20.565635886,19.485488252,18.129607076
2010-08-18,20.676788987,19.743647793,17.918411111
2010-08-19,20.942977176,19.817528184,17.514480283
2010-08-20,21.052358966,19.999581839,17.475247337
2010-08-23,21.073302428,19.983882326,17.592051791
2010-08-24,21.009161642,19.934077391,17.72900842
2010-08-25,21.061344447,19.84720619,17.568416543
2010-08-26,20.948874315,19.540832206,17.856294434
2010-08-27,21.022423827,19.731113028,18.692859979
2010-08-30,21.107479745,19.758105658,18.023534217
2010-08-31,21.16630977,19.956087393,18.441200789
2010-09-01,21.269370408,19.917439095,17.835801114
2010-09-02,21.18856525,19.958390908,17.719432009
2010-09-03,21.071089104,20.155853821,17.870043016
2010-09-06,21.060506449,20.137772823,17.952914296
2010-09-07,20.870022851,20.118063921,17.915843928
2010-09-08,21.24440745,20.539483826,18.263723377
2010-09-09,21.0834898,21.002408697,18.503609104
2010-09-10,20.974577631,20.567175049,18.717782669
2010-09-13,20.87575688,21.066336403,18.784262787
2010-09-14,20.798367038,20.978414562,18.166380397
2010-09-15,20.695459946,21.067642297,18.185478408
2010-09-16,20.500001999,21.174596723,18.193707058
2010-09-17,20.602406628,20.497663569,18.392322933
2010-09-20,20.626048188,20.872210373,18.146759921
2010-09-21,20.661284694,20.609433332,17.86975022
2010-09-22,20.518320523,20.587035062,18.277108786
2010-09-23,20.475888413,20.481935828,18.473138688
2010-09-24,20.477009988,20.091741723,18.287683288
2010-09-27,20.466229086,19.838140784,18.274858561
2010-09-28,20.476309372,19.60167063,18.064815875
2010-09-29,20.528018847,19.357326342,18.26336033
2010-09-30,20.295242518,19.080036917,18.423409539
2010-10-01,20.296364193,19.410643183,18.799058128
2010-10-04,20.200849198,19.822565798,18.683431818
2010-10-05,20.201697218,19.614146371,18.313058408
2010-10-06,20.175568561,19.908326256,18.004599022
2010-10-07,20.286561795,19.696263913,17.973335963
2010-10-08,20.152115268,19.389644337,17.701103619
2010-10-11,19.981680827,19.885254121,17.567869703
2010-10-12,19.970722208,20.121390443,17.727114455
2010-10-13,20.052801704,19.536645933,18.137251693
2010-10-14,20.201550347,19.146435975,17.746828189
2010-10-15,20.175767834,18.271386911,17.385708442
2010-10-18,20.101950983,18.475986867,17.288031735
2010-10-19,20.19274443,18.551959304,17.800230578
2010-10-20,20.135971739,18.606502259,17.537841341
2010-10-21,20.752629767,18.254048367,17.155774361
2010-10-22,21.056608117,18.302364462,16.801895794
2010-10-25,20.928766378,17.850286066,16.763338278
2010-10-26,21.211207963,17.980579767,16.806469419
2010-10-27,21.358316408,18.344695301,16.962251679
2010-10-28,21.494789846,18.374573233,17.15511749
2010-10-29,21.484136104,18.586888409,17.91481828
2010-11-01,21.216028818,18.41229895,18.675072927
2010-11-02,21.362144984,17.88593059,17.351912444
2010-11-03,21.271608956,18.289881807,17.154076534
2010-11-04,21.074194207,19.083110877,16.349860458
2010-11-05,21.348834924,19.309158761,16.729390346
2010-11-08,21.287894206,19.212622631,16.916392593
2010-11-09,21.153352561,19.394346919,16.906471854
2010-11-10,21.278370276,19.666698459,17.106065981
2010-11-11,21.365110675,19.473293552,17.512923255
2010-11-12,21.222798666,19.740822619,17.539282657
2010-11-15,21.195987201,20.045694451,17.445197524
2010-11-16,21.257040741,20.245422387,18.233895868
2010-11-17,21.382212897,20.079317683,18.220139028
2010-11-18,21.345563636,20.013464324,18.104978218
2010-11-19,21.169498057,19.774469633,17.737469021
2010-11-22,21.220436921,19.450149832,17.975631108
2010-11-23,21.174193287,19.192463526,18.82082394
2010-11-24,21.393431205,19.152103943,18.384190811
2010-11-25,21.367322595,19.169245098,18.446992989
2010-11-26,21.382322786,19.06649383,19.132505174
2010-11-29,21.04299256,19.200214033,18.980952618
2010-11-30,20.676974041,18.924368557,19.303481375
2010-12-01,20.460779393,18.922519076,18.749208099
2010-12-02,20.583037517,19.114415991,18.865715737
2010-12-03,20.414550918,19.322288831,18.88168137
2010-12-06,20.345469083,19.717252449,18.871378865
2010-12-07,20.532794664,19.03158202,18.268645492
2010-12-08,20.47419859,19.440150347,18.874392885
2010-12-09,20.528166928,19.531574933,18.923246863
2010-12-10,20.590302514,19.828977145,18.90369116
2010-12-13,20.415481706,19.964538086,19.403498212
2010-12-14,20.572308912,19.647223009,20.007269946
2010-12-15,20.362334947,19.432793703,20.026893148
2010-12-16,20.464059313,19.222071432,19.696298518
2010-12-17,20.160897223,18.842599184,20.192600818
2010-12-20,20.030552981,19.140383275,20.409056635
2010-12-21,19.547563503,19.517096037,20.309540494
2010-12-22,19.521255613,20.243723272,20.305207321
2010-12-23,19.413170796,20.473140906,20.162543691
2010-12-24,19.40491574,20.471936663,20.195386064
2010-12-27,19.36799508,20.699606644,20.39581918
2010-12-28,19.391490557,20.641650071,20.369060908
2010-12-29,19.361557428,20.481383779,20.338287708
2010-12-30,19.285807113,20.496238311,20.456398242
2010-12-31,19.16888685,20.64350157,20.416996456
2011-01-03,19.381495275,20.888712919,20.161241163
2011-01-04,19.231212862,21.539328469,20.724100189
2011-01-05,19.256067679,21.565902688,20.493562388
2011-01-06,19.041730672,21.614478388,20.533255806
2011-01-07,18.794020023,21.136732811,20.87691231
2011-01-10,19.02166414,20.973988351,20.889017111
2011-01-11,19.080808625,20.979048085,20.791743198
2011-01-12,19.160966671,21.349447329,20.569268089
2011-01-13,19.115468621,21.209588795,20.85627384
2011-01-14,19.204757665,20.939542064,20.344609792
2011-01-17,19.21542741,20.909025444,20.335255362
2011-01-18,19.324418099,20.973798401,20.433971801
2011-01-19,19.282962075,20.870425696,20.429899418
2011-01-20,20.075147982,21.668822038,20.78840208
2011-01-21,19.836449062,21.815127414,20.955414458
2011-01-24,19.874017506,21.545175631,20.761079801
2011-01-25,19.98899245,21.437448224,20.483744206
2011-01-26,19.986121704,21.533423039,20.372612409
2011-01-27,19.90512842,21.22226128,20.227925407
2011-01-28,19.939794812,21.395197327,20.326613869
2011-01-31,19.891748424,21.364313854,20.286619904
2011-02-01,20.223396309,21.415551631,19.801452805
2011-02-02,20.304413217,21.247307728,20.136392354
2011-02-03,20.359737055,21.21720077,22.016526431
2011-02-04,20.349015381,20.337403099,22.575098941
2011-02-07,20.298329025,20.591610033,22.277662722
2011-02-08,20.41976644,20.502161713,22.017444745
2011-02-09,20.159816527,20.18432766,21.698492243
2011-02-10,21.299955071,20.605254549,21.561627608
2011-02-11,21.228944445,21.018520844,21.523392488
2011-02-14,20.926411384,20.941701438,22.093338475
2011-02-15,21.224829114,21.254975763,21.57632762
2011-02-16,21.142278253,22.090802207,21.332743013
2011-02-17,21.208934925,21.969469242,21.01438967
2011-02-18,21.155883418,21.993790572,20.850340663
2011-02-21,21.151995214,21.938255577,20.828936807
